Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,ConeDebrisIntake1,ConeDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2019/06/04 00:00:00,9065,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019/06/03 10:19:10,2019/06/04 10:23:22,2607,2.1,2,0,0,23,Terrestrial,Yes,NA,NA
2019/06/05 00:00:00,9067,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2019/06/04 10:23:22,2019/06/05 10:41:16,2405,0,2,0,3,24,Terrestrial,No,NA,NA
2019/06/06 00:00:00,9068,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019/06/05 10:41:16,2019/06/06 10:46:27,3032,2,1.8,0,0,35,Terrestrial,Yes,NA,NA
2019/06/07 00:00:00,9071,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019/06/06 10:46:27,2019/06/07 10:55:46,2717,1.9,NA,0,0,73,Terrestrial,Yes,NA,NA
2019/06/10 00:00:00,9073,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2019/06/10 10:00:43,NA,NA,1.1,NA,NA,NA,NA,Yes,NA,NA
2019/06/11 00:00:00,9074,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019/06/10 10:00:43,2019/06/11 09:51:36,1766,1.7,1.4,0,0,23,Terrestrial,Yes,NA,NA
2019/06/12 00:00:00,9075,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019/06/11 09:51:36,2019/06/12 09:16:14,2251,1.7,1.6,0,1,15,Aquatic,Yes,NA,NA
2019/06/13 00:00:00,9079,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019/06/12 09:16:14,2019/06/13 10:02:00,2334,1.6,1.6,0,0,19,Terrestrial,Yes,NA,NA
2019/06/14 00:00:00,9081,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019/06/13 10:02:00,2019/06/14 11:03:14,2320,1.5,NA,0,1,39,Terrestrial,Yes,NA,NA
2019/06/17 00:00:00,9083,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2019/06/17 09:39:42,NA,NA,0.9,NA,NA,NA,NA,Yes,NA,NA
2019/06/18 00:00:00,9084,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019/06/17 09:39:42,2019/06/18 09:51:55,1446,1.1,1.2,0,0,13,Terrestrial,Yes,NA,NA
2019/06/19 00:00:00,9087,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2019/06/18 09:51:55,2019/06/19 09:52:08,1634,1.2,1.2,0,0,18,Terrestrial,Yes,NA,NA
2019/06/20 00:00:00,9088,ST004L1B,End trapping,Trap functioning normally,Processed fish,2019/06/19 09:52:08,2019/06/20 09:35:28,2077,1.6,NA,0,0,49,Terrestrial,Yes,NA,NA
2020/01/06 00:00:00,9091,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/01/06 13:30:34,NA,NA,2.8,NA,NA,NA,NA,Yes,NA,NA
2020/01/07 00:00:00,9092,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/06 13:30:34,2020/01/07 10:07:22,3479,2.3,2.1,0,0,10,Terrrestrial,Yes,NA,NA
2020/01/08 00:00:00,9096,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/07 10:07:22,2020/01/08 11:11:02,4097,2.7,2.6,0,0,9,Terrestrial,Yes,NA,NA
2020/01/09 00:00:00,9097,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/08 11:11:02,2020/01/09 10:10:42,3676,2.7,2.6,0,0,30,Terrestrial,Yes,NA,NA
2020/01/10 00:00:00,9099,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2020/01/09 10:10:42,2020/01/10 10:15:28,NA,0,0,0,1,30,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Clicker bolt broke when trap stopped so no total revs were recorded.
2020/01/12 00:00:00,9100,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/01/12 12:00:45,NA,NA,2.7,NA,NA,NA,NA,Yes,NA,NA
2020/01/13 00:00:00,9101,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/12 12:00:45,2020/01/13 13:40:55,4129,2.7,2.6,0,0,20,Terrestrial,Yes,NA,NA
2020/01/14 00:00:00,9105,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/13 13:40:55,2020/01/14 10:40:48,3273,2.7,2.6,0,0,35,Terrestrial,Yes,NA,NA
2020/01/15 00:00:00,9106,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/14 10:40:48,2020/01/15 11:23:22,3858,2.5,2.6,0,0,30,Terrestrial,Yes,NA,NA
2020/01/16 00:00:00,9109,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/15 11:23:22,2020/01/16 10:33:14,3621,2.6,2.6,0,0,25,Terrestrial,Yes,NA,NA
2020/01/17 00:00:00,9111,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/16 10:33:14,2020/01/17 12:46:34,NA,2.7,2.6,0,0,62,Terrestrial,Yes,NA,Clicker broken. Rotation counter showed 2289 upon arrival but was clearly incorrect as bolt was not striking the clicker arm.
2020/01/18 00:00:00,9112,ST004L1B,End trapping,Trap functioning normally,Processed fish,2020/01/17 12:46:34,2020/01/18 15:00:28,4152,3,NA,2,2,100,Terrestrial,Yes,NA,NA
2020/01/20 00:00:00,9113,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/01/20 11:56:41,NA,NA,2.8,NA,NA,NA,NA,Yes,NA,NA
2020/01/21 00:00:00,9114,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/20 11:56:41,2020/01/21 10:26:47,3373,2.4,2.3,0,0,15,Terrestrial,Yes,NA,NA
2020/01/22 00:00:00,9115,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/21 10:26:47,2020/01/22 09:43:49,3213,2.1,2.2,0,0,20,Terrestrial,Yes,NA,NA
2020/01/23 00:00:00,9116,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/22 09:43:49,2020/01/23 10:36:34,3267,2.2,2.3,0,0,15,Terrestrial,Yes,NA,NA
2020/01/24 00:00:00,9117,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/23 10:36:34,2020/01/24 09:51:45,2996,2.2,2.3,0,0,8,Terrestrial,Yes,NA,NA
2020/01/25 00:00:00,9118,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/01/24 09:51:45,2020/01/25 10:32:30,3146,2.1,2.2,0,0,10,Terrestrial,Yes,NA,NA
2020/01/26 00:00:00,9119,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/25 10:32:30,2020/01/26 10:27:51,2994,2.1,2.1,0,0,11,Terrestrial,Yes,NA,NA
2020/01/27 00:00:00,9120,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/01/26 10:27:51,2020/01/27 09:42:56,2946,2.1,2.2,0,0,8,Terrestrial,Yes,NA,NA
2020/01/28 00:00:00,9132,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/27 09:42:56,2020/01/28 09:34:46,3017,2,2,0,0,7,Terrestrial,Yes,NA,NA
2020/01/29 00:00:00,9133,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/28 09:34:46,2020/01/29 09:40:00,2956,2.1,2,0,1,8,Terrestrial,Yes,NA,NA
2020/01/30 00:00:00,9134,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2020/01/29 09:40:00,2020/01/30 09:25:16,277,0,2.2,1,0,12,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,All debris was back up in cone because it was jammed by a branch
2020/02/01 00:00:00,9135,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/31 10:30:35,2020/02/01 11:44:57,3260,2.3,2.3,0,1,14,Terrestrial,Yes,NA,NA
2020/01/31 00:00:00,9136,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/01/30 09:25:16,2020/01/31 10:30:35,3309,2.1,2.2,0,0,6,Terrestrial,Yes,NA,NA
2020/02/02 00:00:00,9137,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/01 11:44:57,2020/02/02 09:22:45,2916,2.1,2.2,0,0,7,Terrestrial,Yes,NA,NA
2020/02/03 00:00:00,9138,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/02/02 09:22:45,2020/02/03 13:22:35,3848,2.4,2.5,1,1,83,Terrestrial,Yes,NA,NA
2020/02/04 00:00:00,9139,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/03 13:22:35,2020/02/04 11:28:34,1815,0,3.4,1,1,42,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/05 00:00:00,9140,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/04 11:28:34,2020/02/05 13:27:55,1561,0,2.6,2,2,125,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/06 00:00:00,9141,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/05 13:27:55,2020/02/06 11:23:27,549,0,2.1,3,3,52,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/07 00:00:00,9142,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/06 11:23:27,2020/02/07 10:13:54,3456,2.8,2.4,0,0,13,Terrestrial,Yes,NA,NA
2020/02/08 00:00:00,9143,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/07 10:13:54,2020/02/08 10:53:34,2167,0,3.2,1,1,12,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/09 00:00:00,9144,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/08 10:53:34,2020/02/09 13:25:11,2834,0,2.2,2,2,112,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/02/10 00:00:00,9161,ST004L1B,Continue trapping,"Trap functioning, but not normally",Processed fish,2020/02/09 13:25:11,2020/02/10 13:27:04,2962,2,1.9,2,3,45,Terrestrial,Yes,NA,NA
2020/02/11 00:00:00,9162,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/10 13:27:04,2020/02/11 09:57:56,2237,2,2.3,0,0,11,Terrestrial,Yes,NA,NA
2020/02/13 00:00:00,9164,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2020/02/12 10:55:14,2020/02/13 10:03:12,1364,0,1.7,1,2,15,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/14 00:00:00,9165,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/13 10:03:12,2020/02/14 10:37:32,2461,1.6,1.3,1,0,20,Terrestrial,Yes,NA,NA
2020/02/15 00:00:00,9166,ST004L1B,Continue trapping,"Trap functioning, but not normally",No fish were caught,2020/02/14 10:37:32,2020/02/15 10:07:25,1345,0.7,0.9,1,0,23,Terrestrial,Yes,NA,NA
2020/02/16 00:00:00,9167,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/15 10:07:25,2020/02/16 10:00:48,1125,0.8,0.8,0,0,5,Terrestrial,Yes,NA,NA
2020/02/17 00:00:00,9168,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/16 10:00:48,2020/02/17 09:21:10,1033,1,0.8,0,0,5,Terrestrial,Yes,NA,NA
2020/02/18 00:00:00,9169,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/02/17 09:21:10,2020/02/18 10:12:02,1299,0.9,0.8,0,0,8,Terrestrial,Yes,NA,NA
2020/02/19 00:00:00,9170,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/02/18 10:12:02,2020/02/19 09:38:02,1001,0.8,0.5,0,0,6,Terrestrial,Yes,NA,NA
2020/02/20 00:00:00,9177,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/19 09:38:02,2020/02/20 09:54:41,1189,1.4,1.7,0,0,12,Terrestrial,Yes,NA,NA
2020/02/21 00:00:00,9179,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/20 09:54:41,2020/02/21 10:57:12,413,0,2.5,0,1,45,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Velocity taken after debris cleared in front of trap
2020/02/22 00:00:00,9180,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/21 10:57:12,2020/02/22 10:23:21,1952,0,3.1,3,3,55,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/02/24 00:00:00,9181,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2020/02/23 12:43:15,2020/02/24 10:08:10,1323,0,1.9,0,1,33,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Traps were moved to the edge of the flow
2020/02/25 00:00:00,9182,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/24 10:10:59,2020/02/25 10:40:14,3157,2,3.2,0,0,14,Terrestrial,Yes,NA,NA
2020/02/23 00:00:00,9188,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/22 10:23:21,2020/02/23 12:43:15,811,0,3.1,1,1,27,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/02/26 00:00:00,9189,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/25 10:40:14,2020/02/26 12:42:51,4743,3,3.1,0,0,15,Terrestrial,Yes,NA,NA
2020/02/27 00:00:00,9190,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/26 12:42:51,2020/02/27 09:50:14,4059,3.2,3.1,1,1,18,Terrestrial,Yes,NA,NA
2020/02/28 00:00:00,9191,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/02/27 09:50:14,2020/02/28 10:05:58,4745,3.3,3.2,0,0,17,Terrestrial,Yes,NA,NA
2020/02/29 00:00:00,9195,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/28 10:05:58,2020/02/29 10:25:27,1371,0,3.6,0,0,8,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,NA
2020/03/01 00:00:00,9196,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/02/29 10:25:27,2020/03/01 10:15:45,2548,0,3.3,3,1,19,Terrestial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/03/02 00:00:00,9197,ST004L1B,Unplanned restart,Trap stopped functioning,No fish were caught,2020/03/01 10:15:45,2020/03/02 13:40:19,4911,0,2.8,3,3,300,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/03/03 00:00:00,9201,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/02 13:40:19,2020/03/03 10:41:49,NA,2.8,3.1,0,0,17,terrestrial,Yes,NA,Trap clicker not functioning porperly.
2020/03/04 00:00:00,9202,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/03 10:41:49,2020/03/04 10:17:44,4190,3,3.4,0,0,28,terrestrial,Yes,NA,Velcoicty meter not working.
2020/03/05 00:00:00,9205,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/04 10:17:44,2020/03/05 11:22:58,NA,0,3.4,0,1,45,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,"Clicker malfunction, inaccurate rotation counter at end"
2020/03/06 00:00:00,9206,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/05 11:22:58,2020/03/06 11:11:20,NA,0,3.4,1,3,45,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Clicker malfunction. Inaccurate total revolutions.
2020/03/07 00:00:00,9207,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/06 11:11:20,2020/03/07 11:43:03,4727,3.5,3.5,0,0,30,Terrestrial,Yes,NA,NA
2020/03/08 00:00:00,9208,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/07 11:43:03,2020/03/08 11:11:32,4820,3.6,3.5,0,1,22,Terrestrial,Yes,NA,NA
2020/03/09 00:00:00,9209,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/08 11:11:32,2020/03/09 10:50:24,3032,0,3.2,0,2,29,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/03/10 00:00:00,9210,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/03/09 10:50:24,2020/03/10 10:25:32,3034,0,3,0,0,13,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/03/11 00:00:00,9211,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/10 10:25:32,2020/03/11 09:46:30,3936,2.7,2.7,0,0,12,Terrestrial,Yes,NA,NA
2020/03/12 00:00:00,9212,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/11 09:46:30,2020/03/12 09:56:23,3761,2.1,2.1,0,0,15,Terrestrial,Yes,NA,NA
2020/03/13 00:00:00,9216,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/12 09:56:23,2020/03/13 10:29:40,2423,1.2,1.1,0,0,8,Terrestrial,Yes,NA,NA
2020/03/14 00:00:00,9217,ST004L1B,End trapping,Trap stopped functioning,Processed fish,2020/03/13 10:29:40,2020/03/14 10:45:53,1345,0,NA,1,1,8,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Traps moved approximately 4ft closer to bank after processing
2020/03/15 00:00:00,9218,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/14 10:55:27,2020/03/15 10:04:25,1652,1.4,1.4,0,0,7,Terrrestrial,Yes,NA,NA
2020/03/16 00:00:00,9219,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/15 10:04:25,2020/03/16 10:34:44,2170,1.5,1.6,0,0,8,Terrestrial,Yes,NA,NA
2020/03/17 00:00:00,9220,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/16 10:34:44,2020/03/17 09:38:17,2250,1.7,1.9,0,0,7,Terrestrial,Yes,NA,NA
2020/03/18 00:00:00,9221,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/17 09:38:17,2020/03/18 09:32:47,2451,1.3,1.4,0,0,7,Terrestrial,Yes,NA,NA
2020/03/19 00:00:00,9222,ST004L1B,End trapping,Trap functioning normally,Processed fish,2020/03/18 09:32:47,2020/03/19 10:30:32,1769,0.9,NA,0,0,4,Terrestrial,Yes,NA,NA
2020/03/24 00:00:00,9223,ST004L1B,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2020/03/24 11:22:46,NA,1.3,NA,NA,NA,NA,NA,Yes,NA,NA
2020/03/25 00:00:00,9224,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/24 11:22:46,2020/03/25 10:05:47,1951,1.4,1.4,0,0,8,Terrestrial,Yes,NA,NA
2020/04/01 00:00:00,9239,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/31 09:35:16,2020/04/01 10:35:16,2129,1.4,1.4,0,1,15,Terrestrial,Yes,NA,Velocity meter sensor not working.
2020/03/31 00:00:00,9240,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/30 10:08:33,2020/03/31 09:35:16,2035,1.4,1.1,0,0,13,Terrestrial,Yes,NA,Velocity meter not working.
2020/03/30 00:00:00,9241,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/29 09:38:23,2020/03/30 10:08:33,2317,1.5,1.6,0,0,9,Terrestrial,Yes,NA,velocity meter wouldnt connect.
2020/03/29 00:00:00,9242,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/28 10:15:47,2020/03/29 09:38:23,2148,1.5,1.5,0,0,8,Terrestrial,Yes,NA,velocity meter not charged.
2020/03/28 00:00:00,9243,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/03/27 11:26:27,2020/03/28 10:15:47,2112,1.7,1.6,0,0,11,Terrestrial,Yes,NA,NA
2020/03/27 00:00:00,9244,ST004L1B,End trapping,Trap functioning normally,Processed fish,2020/03/26 09:44:51,2020/03/27 11:16:37,2083,1.3,NA,0,0,8,Terrestrial,Yes,NA,"Angle of traps adjusted by adding 4' of chain. 
An additional 4-6 ft reconnected along with shortening anchor line.
Velocity sensor not connecting, recommend new sensor/cable."
2020/03/26 00:00:00,9245,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/03/25 10:05:47,2020/03/26 09:44:51,2010,1.2,1.4,0,0,9,Terrestrial,Yes,NA,Velocity meter not working.
2020/04/02 00:00:00,9253,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/01 10:35:16,2020/04/02 10:25:38,1959,1.4,1.5,0,0,25,Terrestrial,Yes,NA,NA
2020/04/03 00:00:00,9255,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/02 10:25:38,2020/04/03 11:02:38,2327,1.4,1.5,0,0,33,Terrestrial,Yes,NA,NA
2020/04/04 00:00:00,9256,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/03 11:02:38,2020/04/04 11:12:03,2199,1.5,1.6,0,0,12,Terrestrial,Yes,NA,NA
2020/04/05 00:00:00,9259,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/04/04 11:12:03,2020/04/05 09:52:26,2116,1.5,1.6,0,0,9,Terrestrial,Yes,NA,NA
2020/04/06 00:00:00,9260,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/05 09:52:26,2020/04/06 12:24:22,2558,1.6,1.8,0,0,38,Terrestrial,Yes,NA,NA
2020/04/07 00:00:00,9261,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/06 12:24:22,2020/04/07 12:08:13,1747,0,1.7,0,0,47,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,trap rope replaced and reset
2020/04/08 00:00:00,9265,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/07 12:08:13,2020/04/08 10:24:40,2076,1.6,1.5,0,0,15,Terrestrial,Yes,NA,NA
2020/04/09 00:00:00,9266,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/08 10:24:40,2020/04/09 11:17:26,2151,1.8,1.9,0,0,16,Terrestrial,Yes,NA,NA
2020/04/10 00:00:00,9272,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/09 11:17:26,2020/04/10 15:00:43,2719,1.9,2,1,0,47,Terrestrial,Yes,NA,NA
2020/04/11 00:00:00,9273,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/10 15:00:43,2020/04/11 10:23:23,2247,0,2,0,0,15,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/04/12 00:00:00,9274,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/11 10:23:23,2020/04/12 10:12:04,2434,1.6,1.5,0,0,7,Terrestrial,Yes,NA,NA
2020/04/13 00:00:00,9275,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/12 10:12:04,2020/04/13 10:24:54,2234,1.4,1.6,0,0,13,Terrestrial,Yes,NA,NA
2020/04/15 00:00:00,9276,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/14 12:25:36,2020/04/15 12:08:29,1433,0,2.1,3,3,81,Terrrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/04/16 00:00:00,9277,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/15 12:08:29,2020/04/16 11:46:52,3016,2.1,2.1,0,0,25,Terrestrial,Yes,NA,NA
2020/04/17 00:00:00,9282,ST004L1B,Continue trapping,Trap functioning normally,No fish were caught,2020/04/16 11:46:52,2020/04/17 11:14:53,2653,1.9,1.9,1,2,24,Terrestrial,Yes,NA,NA
2020/04/18 00:00:00,9283,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/17 11:14:53,2020/04/18 11:12:52,2620,1.6,1.7,0,0,15,Terrestrial,Yes,NA,NA
2020/04/19 00:00:00,9284,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/18 11:12:52,2020/04/19 12:40:28,2857,2.2,2.4,3,1,37,Terrestrial,Yes,NA,NA
2020/04/20 00:00:00,9285,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/19 12:40:28,2020/04/20 11:52:10,722,0,2.4,1,0,44,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/04/21 00:00:00,9286,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/20 11:52:10,2020/04/21 11:51:59,1299,0,2.2,0,1,51,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/04/22 00:00:00,9292,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/21 11:51:59,2020/04/22 10:57:56,1501,0,2,1,2,29,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/04/23 00:00:00,9293,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/22 10:57:56,2020/04/23 09:37:35,2266,1.8,1.7,0,0,17,Terrestrial,Yes,NA,NA
2020/04/24 00:00:00,9296,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/23 09:37:35,2020/04/24 10:15:34,2547,0,2.4,3,3,85,Terrestrial,Yes,NA,NA
2020/04/25 00:00:00,9297,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/24 10:15:34,2020/04/25 11:51:22,640,0,2.1,3,3,40,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
2020/04/26 00:00:00,9300,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/25 11:51:22,2020/04/26 10:50:15,2934,1.8,2,1,1,24,Terrestrial,Yes,NA,NA
2020/04/27 00:00:00,9302,ST004L1B,Continue trapping,Trap functioning normally,Processed fish,2020/04/26 10:50:15,2020/04/27 10:24:14,1021,1.8,1.8,0,0,29,Terrestrial,Yes,NA,NA
2020/04/28 00:00:00,9303,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/27 10:24:14,2020/04/28 11:25:05,2723,0,2.4,0,2,21,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,NA
2020/04/29 00:00:00,9304,ST004L1B,Unplanned restart,Trap stopped functioning,Processed fish,2020/04/28 11:25:05,2020/04/29 09:40:17,306,0,2.1,1,1,13,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,NA
